Submission	Method	GS	AUPR, #1	AUPR, #3	AUPR, #4	AUROC, #1	AUROC, #3	AUROC, #4	PR score, #1	PR score, #3	PR score, #4	ROC score, #1	ROC score, #3	ROC score, #4	Score, #1	Score, #3	Score, #4	Final score
Community	gs_author	weak_gs	0.33151083	0.05926936	0.02343294	0.83133305	0.61988014	0.53260895	163.87003826	3.07837490	3.99669982	135.07861356	11.73850372	16.07412483	149.47432591	7.40843931	10.03541232	55.63939252	
Community	pc	old_gs	0.35574090	0.09174448	0.02293354	0.83221798	0.65408093	0.53112287	206.10745839	18.46067645	3.33352776	136.76570004	36.00551990	14.08176795	171.43657921	27.23309817	8.70764786	69.12577508	
Community	pc	new_gs	0.35574090	0.06564529	0.02293354	0.83221798	0.63845135	0.53112287	206.10745839	5.18223062	3.33352776	136.76570004	23.31405661	14.08176795	171.43657921	14.24814362	8.70764786	64.79745690	
Community	pc	weak_gs	0.35574090	0.05495144	0.02293354	0.83221798	0.61691273	0.53112287	206.10745839	1.93811594	3.33352776	136.76570004	10.24727889	14.08176795	171.43657921	6.09269742	8.70764786	62.07897483	
Correlation1	raw	old_gs	0.21001635	0.06520848	0.01920096	0.77931307	0.57577547	0.51244562	24.20530636	5.02500218	0.02367312	54.95098988	0.07102190	0.28953742	39.57814812	2.54801204	0.15660527	14.09425514	
Correlation1	raw	new_gs	0.21001635	0.04480740	0.01920096	0.77931307	0.56950734	0.51244562	24.20530636	0.26704607	0.02367312	54.95098988	0.00565889	0.28953742	39.57814812	0.13635248	0.15660527	13.29036862	
Correlation1	raw	weak_gs	0.21001635	0.03690655	0.01920096	0.77931307	0.56136847	0.51244562	24.20530636	0.00429591	0.02367312	54.95098988	0.00023546	0.28953742	39.57814812	0.00226568	0.15660527	13.24567302	
Correlation1	idirect	old_gs	0.26240321	0.06287396	0.01911867	0.77970346	0.57577157	0.51244558	69.48693992	4.20746524	0.01613922	55.41114324	0.07102190	0.28953742	62.44904158	2.13924357	0.15283832	21.58037449	
Correlation1	idirect	new_gs	0.26240321	0.04512877	0.01911867	0.77970346	0.56950455	0.51244558	69.48693992	0.29618154	0.01613922	55.41114324	0.00565889	0.28953742	62.44904158	0.15092021	0.15283832	20.91760004	
Correlation1	idirect	weak_gs	0.26240321	0.03765185	0.01911867	0.77970346	0.56136709	0.51244558	69.48693992	0.00731491	0.01613922	55.41114324	0.00023546	0.28953742	62.44904158	0.00377519	0.15283832	20.86855169	
Correlation1	nd	old_gs	0.27103580	0.07738575	0.02005693	0.78174927	0.57581264	0.51288562	79.13952722	10.27558756	0.32698290	57.86407758	0.07197202	0.36914200	68.50180240	5.17377979	0.34806245	24.67454821	
Correlation1	nd	new_gs	0.27103580	0.05712193	0.02005693	0.78174927	0.56963459	0.51288562	79.13952722	2.48088089	0.32698290	57.86407758	0.00601651	0.36914200	68.50180240	1.24344870	0.34806245	23.36443785	
Correlation1	nd	weak_gs	0.27103580	0.04713106	0.02005693	0.78174927	0.56150926	0.51288562	79.13952722	0.51587827	0.32698290	57.86407758	0.00023974	0.36914200	68.50180240	0.25805900	0.34806245	23.03597462	
Correlation1	gs	old_gs	0.25411001	0.07649005	0.02004094	0.78390587	0.57575073	0.51288561	60.78424648	9.83714131	0.32021588	60.49850768	0.07055066	0.36914200	60.64137708	4.95384598	0.34467894	21.97996733	
Correlation1	gs	new_gs	0.25411001	0.05676206	0.02004094	0.78390587	0.56960884	0.51288561	60.78424648	2.38659856	0.32021588	60.49850768	0.00593219	0.36914200	60.64137708	1.19626538	0.34467894	20.72744047	
Correlation1	gs	weak_gs	0.25411001	0.04680214	0.02004094	0.78390587	0.56147046	0.51288561	60.78424648	0.47532912	0.32021588	60.49850768	0.00023879	0.36914200	60.64137708	0.23778395	0.34467894	20.40794666	
Correlation1	gs_author	old_gs	0.25410585	0.07649005	0.02004094	0.78381956	0.57575073	0.51288561	60.78424648	9.83714131	0.32021588	60.39934607	0.07055066	0.36914200	60.59179627	4.95384598	0.34467894	21.96344040	
Correlation1	gs_author	new_gs	0.25410585	0.05676206	0.02004094	0.78381956	0.56960884	0.51288561	60.78424648	2.38659856	0.32021588	60.39934607	0.00593219	0.36914200	60.59179627	1.19626538	0.34467894	20.71091353	
Correlation1	gs_author	weak_gs	0.25410585	0.04680214	0.02004094	0.78381956	0.56147046	0.51288561	60.78424648	0.47532912	0.32021588	60.39934607	0.00023879	0.36914200	60.59179627	0.23778395	0.34467894	20.39141972	
Correlation1	pc	old_gs	0.27537709	0.06150694	0.01901165	0.77980989	0.57577043	0.51244552	84.22566440	3.75913856	0.01027054	55.54130555	0.07102190	0.28953742	69.88348497	1.91508023	0.14990398	23.98282306	
Correlation1	pc	new_gs	0.27537709	0.04590469	0.01901165	0.77980989	0.56950451	0.51244552	84.22566440	0.37328467	0.01027054	55.54130555	0.00565889	0.28953742	69.88348497	0.18947178	0.14990398	23.40762024	
Correlation1	pc	weak_gs	0.27537709	0.03798096	0.01901165	0.77980989	0.56136635	0.51244552	84.22566440	0.00917706	0.01027054	55.54130555	0.00023546	0.28953742	69.88348497	0.00470626	0.14990398	23.34603174	
Correlation2	raw	old_gs	0.09933646	0.06521745	0.02005941	0.61639403	0.58106709	0.51854917	0.00002245	5.02863419	0.32698290	0.00025859	0.31338672	2.43392386	0.00014052	2.67101046	1.38045338	1.35053479	
Correlation2	raw	new_gs	0.09933646	0.04476690	0.02005941	0.61639403	0.57600032	0.51854917	0.00002245	0.26353297	0.32698290	0.00025859	0.07662602	2.43392386	0.00014052	0.17007950	1.38045338	0.51689113	
Correlation2	raw	weak_gs	0.09933646	0.03703527	0.02005941	0.61639403	0.56534883	0.51854917	0.00002245	0.00471747	0.32698290	0.00025859	0.00075705	2.43392386	0.00014052	0.00273726	1.38045338	0.46111039	
Correlation2	idirect	old_gs	0.11595982	0.06172392	0.02008468	0.61664503	0.58105650	0.51854857	0.00002878	3.82960355	0.34756567	0.00025859	0.31266583	2.43392386	0.00014368	2.07113469	1.39074477	1.15400771	
Correlation2	idirect	new_gs	0.11595982	0.04390953	0.02008468	0.61664503	0.57599386	0.51854857	0.00002878	0.19513208	0.34756567	0.00025859	0.07637519	2.43392386	0.00014368	0.13575363	1.39074477	0.50888069	
Correlation2	idirect	weak_gs	0.11595982	0.03660742	0.02008468	0.61664503	0.56534368	0.51854857	0.00002878	0.00345646	0.34756567	0.00025859	0.00075705	2.43392386	0.00014368	0.00210676	1.39074477	0.46433174	
Correlation2	nd	old_gs	0.11732924	0.07879501	0.02120361	0.61734165	0.58141901	0.51910731	0.00003899	10.98715437	1.32268773	0.00025859	0.33927075	2.74626101	0.00014879	5.66321256	2.03447437	2.56594524	
Correlation2	nd	new_gs	0.11732924	0.05727015	0.02120361	0.61734165	0.57656865	0.51910731	0.00003899	2.52065748	1.32268773	0.00025859	0.09176378	2.74626101	0.00014879	1.30621063	2.03447437	1.11361126	
Correlation2	nd	weak_gs	0.11732924	0.04674599	0.02120361	0.61734165	0.56560769	0.51910731	0.00003899	0.46813556	1.32268773	0.00025859	0.00085209	2.74626101	0.00014879	0.23449383	2.03447437	0.75637233	
Correlation2	gs	old_gs	0.11017987	0.07790524	0.02124201	0.61784649	0.58136938	0.51911946	0.00002252	10.53559909	1.36326323	0.00025859	0.33549519	2.75201633	0.00014055	5.43554714	2.05763978	2.49777582	
Correlation2	gs	new_gs	0.11017987	0.05700365	0.02124201	0.61784649	0.57655021	0.51911946	0.00002252	2.44926789	1.36326323	0.00025859	0.09147405	2.75201633	0.00014055	1.27037097	2.05763978	1.10938377	
Correlation2	gs	weak_gs	0.11017987	0.04636013	0.02124201	0.61784649	0.56557758	0.51911946	0.00002252	0.42386531	1.36326323	0.00025859	0.00084042	2.75201633	0.00014055	0.21235286	2.05763978	0.75671106	
Correlation2	gs_author	old_gs	0.11581025	0.07975872	0.02173307	0.62829620	0.58383667	0.52155770	0.00002817	11.48864018	1.88560838	0.00025859	0.55360972	4.34223895	0.00014338	6.02112495	3.11392367	3.04506400	
Correlation2	gs_author	new_gs	0.11581025	0.05878843	0.02173307	0.62829620	0.58001155	0.52155770	0.00002817	2.93991388	1.88560838	0.00025859	0.24340184	4.34223895	0.00014338	1.59165786	3.11392367	1.56857497	
Correlation2	gs_author	weak_gs	0.11581025	0.04792694	0.02173307	0.62829620	0.56910711	0.52155770	0.00002817	0.62102446	1.88560838	0.00025859	0.00467761	4.34223895	0.00014338	0.31285104	3.11392367	1.14230603	
Correlation2	pc	old_gs	0.11636958	0.06115467	0.02008037	0.61665053	0.58105595	0.51854859	0.00003093	3.64824901	0.34756567	0.00025859	0.31266583	2.43392386	0.00014476	1.98045742	1.39074477	1.12378232	
Correlation2	pc	new_gs	0.11636958	0.04335258	0.02008037	0.61665053	0.57599289	0.51854859	0.00003093	0.15839513	0.34756567	0.00025859	0.07637519	2.43392386	0.00014476	0.11738516	1.39074477	0.50275823	
Correlation2	pc	weak_gs	0.11636958	0.03621092	0.02008037	0.61665053	0.56534277	0.51854859	0.00003093	0.00260237	0.34756567	0.00025859	0.00075705	2.43392386	0.00014476	0.00167971	1.39074477	0.46418974	
Correlation3	raw	old_gs	0.11058092	0.06324248	0.01956793	0.61244887	0.57680102	0.51559236	0.00002255	4.33241452	0.08840115	0.00025859	0.09893905	1.11176749	0.00014057	2.21567679	0.60008432	0.93863389	
Correlation3	raw	new_gs	0.11058092	0.04051746	0.01956793	0.61244887	0.57256379	0.51559236	0.00002255	0.04280100	0.08840115	0.00025859	0.02176568	1.11176749	0.00014057	0.03228334	0.60008432	0.21083608	
Correlation3	raw	weak_gs	0.11058092	0.03386537	0.01956793	0.61244887	0.56046499	0.51559236	0.00002255	0.00059123	0.08840115	0.00025859	0.00021590	1.11176749	0.00014057	0.00040356	0.60008432	0.20020948	
Correlation3	idirect	old_gs	0.12629781	0.06075201	0.01963757	0.61260333	0.57679386	0.51559243	0.00289658	3.52335048	0.11006072	0.00025859	0.09863148	1.11176749	0.00157758	1.81099098	0.61091411	0.80782756	
Correlation3	idirect	new_gs	0.12629781	0.04014301	0.01963757	0.61260333	0.57256122	0.51559243	0.00289658	0.03496594	0.11006072	0.00025859	0.02176568	1.11176749	0.00157758	0.02836581	0.61091411	0.21361917	
Correlation3	idirect	weak_gs	0.12629781	0.03368630	0.01963757	0.61260333	0.56046176	0.51559243	0.00289658	0.00054761	0.11006072	0.00025859	0.00021590	1.11176749	0.00157758	0.00038175	0.61091411	0.20429115	
Correlation3	nd	old_gs	0.12454108	0.07169398	0.02175921	0.61214821	0.57741875	0.51630251	0.00124699	7.61791620	1.90786620	0.00025859	0.11918173	1.38043522	0.00075279	3.86854897	1.64415071	1.83781749	
Correlation3	nd	new_gs	0.12454108	0.05143133	0.02175921	0.61214821	0.57342228	0.51630251	0.00124699	1.19139072	1.90786620	0.00025859	0.03057889	1.38043522	0.00075279	0.61098480	1.64415071	0.75196277	
Correlation3	nd	weak_gs	0.12454108	0.04258281	0.02175921	0.61214821	0.56102418	0.51630251	0.00124699	0.11560336	1.90786620	0.00025859	0.00022662	1.38043522	0.00075279	0.05791499	1.64415071	0.56760616	
Correlation3	gs	old_gs	0.11885413	0.07154839	0.02176373	0.61167438	0.57738797	0.51630676	0.00006825	7.55693057	1.91902130	0.00025859	0.11811598	1.38043522	0.00016342	3.83752327	1.64972826	1.82913832	
Correlation3	gs	new_gs	0.11885413	0.05139307	0.02176373	0.61167438	0.57341352	0.51630676	0.00006825	1.18388372	1.91902130	0.00025859	0.03046126	1.38043522	0.00016342	0.60717249	1.64972826	0.75235472	
Correlation3	gs	weak_gs	0.11885413	0.04244803	0.02176373	0.61167438	0.56101288	0.51630676	0.00006825	0.10884244	1.91902130	0.00025859	0.00022639	1.38043522	0.00016342	0.05453441	1.64972826	0.56814203	
Correlation3	gs_author	old_gs	0.12561446	0.07337053	0.02222404	0.61777314	0.58136393	0.51870316	0.00210354	8.36643114	2.45023799	0.00025859	0.33474319	2.52116536	0.00118106	4.35058717	2.48570167	2.27915663	
Correlation3	gs_author	new_gs	0.12561446	0.05328952	0.02222404	0.61777314	0.57798542	0.51870316	0.00210354	1.56496028	2.45023799	0.00025859	0.14089302	2.52116536	0.00118106	0.85292665	2.48570167	1.11326979	
Correlation3	gs_author	weak_gs	0.12561446	0.04406549	0.02222404	0.61777314	0.56536020	0.51870316	0.00210354	0.20683208	2.45023799	0.00025859	0.00076388	2.52116536	0.00118106	0.10379798	2.48570167	0.86356024	
Correlation3	pc	old_gs	0.12573005	0.06009520	0.01960216	0.61262847	0.57679350	0.51559243	0.00222731	3.32156532	0.10033240	0.00025859	0.09863148	1.11176749	0.00124295	1.71009840	0.60604995	0.77246376	
Correlation3	pc	new_gs	0.12573005	0.03937152	0.01960216	0.61262847	0.57256119	0.51559243	0.00222731	0.02238200	0.10033240	0.00025859	0.02176568	1.11176749	0.00124295	0.02207384	0.60604995	0.20978891	
Correlation3	pc	weak_gs	0.12573005	0.03322956	0.01960216	0.61262847	0.56046167	0.51559243	0.00222731	0.00046500	0.10033240	0.00025859	0.00021590	1.11176749	0.00124295	0.00034045	0.60604995	0.20254445	
MI1	raw	old_gs	0.27401850	0.07584054	0.02096450	0.78682138	0.59079732	0.51767491	82.61518607	9.52219898	1.08639306	64.17815872	1.53339500	1.98753884	73.39667240	5.52779699	1.53696595	26.82047845	
MI1	raw	new_gs	0.27401850	0.05852458	0.02096450	0.78682138	0.58444851	0.51767491	82.61518607	2.86330179	1.08639306	64.17815872	0.61761353	1.98753884	73.39667240	1.74045766	1.53696595	25.55803200	
MI1	raw	weak_gs	0.27401850	0.04811645	0.02096450	0.78682138	0.56706120	0.51767491	82.61518607	0.64600434	1.08639306	64.17815872	0.00172053	1.98753884	73.39667240	0.32386243	1.53696595	25.08583359	
MI1	idirect	old_gs	0.28489093	0.07244686	0.02105632	0.78696048	0.59077179	0.51767417	95.92407570	7.94827768	1.17352999	64.35753118	1.52797570	1.98753884	80.14080344	4.73812669	1.58053442	28.81982152	
MI1	idirect	new_gs	0.28489093	0.05541165	0.02105632	0.78696048	0.58442248	0.51767417	95.92407570	2.04802311	1.17352999	64.35753118	0.61437014	1.98753884	80.14080344	1.33119662	1.58053442	27.68417816	
MI1	idirect	weak_gs	0.28489093	0.04563428	0.02105632	0.78696048	0.56704493	0.51767417	95.92407570	0.34515486	1.17352999	64.35753118	0.00170363	1.98753884	80.14080344	0.17342925	1.58053442	27.29825570	
MI1	nd	old_gs	0.29536762	0.07940555	0.02102785	0.78753856	0.59119497	0.51768871	109.64619253	11.30138890	1.14428313	65.09062556	1.60480235	1.99240102	87.36840904	6.45309563	1.56834207	31.79661558	
MI1	nd	new_gs	0.29536762	0.06034688	0.02102785	0.78753856	0.58464467	0.51768871	109.64619253	3.39736740	1.14428313	65.09062556	0.63838585	1.99240102	87.36840904	2.01787663	1.56834207	30.31820925	
MI1	nd	weak_gs	0.29536762	0.04927273	0.02102785	0.78753856	0.56717582	0.51768871	109.64619253	0.81846120	1.14428313	65.09062556	0.00181657	1.99240102	87.36840904	0.41013888	1.56834207	29.78229667	
MI1	gs	old_gs	0.28861735	0.06764826	0.02096969	0.78643020	0.59098918	0.51767371	100.69700718	5.94551518	1.08639306	63.67990370	1.56796126	1.98753884	82.18845544	3.75673822	1.53696595	29.16071987	
MI1	gs	new_gs	0.28861735	0.05380513	0.02096969	0.78643020	0.58431187	0.51767371	100.69700718	1.67566246	1.08639306	63.67990370	0.60256258	1.98753884	82.18845544	1.13911252	1.53696595	28.28817797	
MI1	gs	weak_gs	0.28861735	0.04490447	0.02096969	0.78643020	0.56696511	0.51767371	100.69700718	0.27505812	1.08639306	63.67990370	0.00163774	1.98753884	82.18845544	0.13834793	1.53696595	27.95458977	
MI1	gs_author	old_gs	0.30315453	0.08124711	0.02135414	0.80788603	0.59410929	0.52001485	120.43567268	12.27778869	1.47652075	94.22741620	2.19606082	3.29551624	107.33154444	7.23692476	2.38601849	38.98482923	
MI1	gs_author	new_gs	0.30315453	0.06215814	0.02135414	0.80788603	0.58878117	0.52001485	120.43567268	3.97229347	1.47652075	94.22741620	1.19188698	3.29551624	107.33154444	2.58209023	2.38601849	37.43321772	
MI1	gs_author	weak_gs	0.30315453	0.05089797	0.02135414	0.80788603	0.57054972	0.52001485	120.43567268	1.09374635	1.47652075	94.22741620	0.00915344	3.29551624	107.33154444	0.55144990	2.38601849	36.75633761	
MI1	pc	old_gs	0.28651791	0.07088613	0.02104678	0.78699840	0.59076596	0.51767417	97.98870000	7.26805417	1.16375892	64.39600331	1.52797570	1.98753884	81.19235166	4.39801494	1.57564888	29.05533849	
MI1	pc	new_gs	0.28651791	0.05494651	0.02104678	0.78699840	0.58441795	0.51767417	97.98870000	1.93575774	1.16375892	64.39600331	0.61437014	1.98753884	81.19235166	1.27506394	1.57564888	28.01435483	
MI1	pc	weak_gs	0.28651791	0.04540906	0.02104678	0.78699840	0.56704211	0.51767417	97.98870000	0.32310143	1.16375892	64.39600331	0.00170363	1.98753884	81.19235166	0.16240253	1.57564888	27.64346769	
MI2	raw	old_gs	0.21428887	0.07303168	0.01856081	0.78559990	0.57827690	0.50586240	27.03087191	8.21247000	0.00100248	62.62649339	0.15304964	0.00035766	44.82868265	4.18275982	0.00068007	16.33737418	
MI2	raw	new_gs	0.21428887	0.04619818	0.01856081	0.78559990	0.57035065	0.50586240	27.03087191	0.40589565	0.00100248	62.62649339	0.00839746	0.00035766	44.82868265	0.20714656	0.00068007	15.01216976	
MI2	raw	weak_gs	0.21428887	0.03777394	0.01856081	0.78559990	0.56510697	0.50586240	27.03087191	0.00794850	0.00100248	62.62649339	0.00068075	0.00035766	44.82868265	0.00431463	0.00068007	14.94455911	
MI2	idirect	old_gs	0.24798181	0.06649075	0.01874827	0.78601966	0.57825216	0.50586186	54.73345857	5.49934131	0.00265778	63.15835806	0.15218631	0.00035766	58.94590832	2.82576381	0.00150772	20.59105995	
MI2	idirect	new_gs	0.24798181	0.04410684	0.01874827	0.78601966	0.57033232	0.50586186	54.73345857	0.20982968	0.00265778	63.15835806	0.00832124	0.00035766	58.94590832	0.10907546	0.00150772	19.68549717	
MI2	idirect	weak_gs	0.24798181	0.03688607	0.01874827	0.78601966	0.56509411	0.50586186	54.73345857	0.00423432	0.00265778	63.15835806	0.00067779	0.00035766	58.94590832	0.00245605	0.00150772	19.64995736	
MI2	nd	old_gs	0.26702738	0.08146706	0.01938100	0.78742714	0.57849045	0.50615425	74.57795861	12.39622716	0.04768576	64.94880199	0.16279526	0.00053283	69.76338030	6.27951121	0.02410929	25.35566693	
MI2	nd	new_gs	0.26702738	0.05405674	0.01938100	0.78742714	0.57056870	0.50615425	74.57795861	1.73121103	0.04768576	64.94880199	0.00923646	0.00053283	69.76338030	0.87022374	0.02410929	23.55257111	
MI2	nd	weak_gs	0.26702738	0.04473664	0.01938100	0.78742714	0.56528908	0.50615425	74.57795861	0.26091752	0.04768576	64.94880199	0.00073700	0.00053283	69.76338030	0.13082726	0.02410929	23.30610562	
MI2	gs	old_gs	0.27955832	0.08113006	0.01938648	0.77776621	0.57844439	0.50615490	89.27062312	12.21339344	0.04768576	53.14268239	0.16053995	0.00053283	71.20665275	6.18696670	0.02410929	25.80590958	
MI2	gs	new_gs	0.27955832	0.05438487	0.01938648	0.77776621	0.57053345	0.50615490	89.27062312	1.80582032	0.04768576	53.14268239	0.00911218	0.00053283	71.20665275	0.90746625	0.02410929	24.04607610	
MI2	gs	weak_gs	0.27955832	0.04499053	0.01938648	0.77776621	0.56524428	0.50615490	89.27062312	0.28321503	0.04768576	53.14268239	0.00072400	0.00053283	71.20665275	0.14196952	0.02410929	23.79091052	
MI2	gs_author	old_gs	0.29570843	0.08393249	0.01960928	0.79097848	0.58119463	0.50776878	110.10679686	13.75390961	0.10033240	69.61026561	0.32211816	0.00447633	89.85853123	7.03801388	0.05240437	32.31631650	
MI2	gs_author	new_gs	0.29570843	0.05660958	0.01960928	0.79097848	0.57368456	0.50776878	110.10679686	2.34780803	0.10033240	69.61026561	0.03377427	0.00447633	89.85853123	1.19079115	0.05240437	30.36724225	
MI2	gs_author	weak_gs	0.29570843	0.04696545	0.01960928	0.79097848	0.56845806	0.50776878	110.10679686	0.49478165	0.10033240	69.61026561	0.00341445	0.00447633	89.85853123	0.24909805	0.05240437	30.05334455	
MI2	pc	old_gs	0.24678911	0.06570049	0.01875163	0.78609408	0.57825132	0.50586185	53.58357049	5.20434046	0.00280260	63.24723844	0.15218631	0.00035766	58.41540446	2.67826339	0.00158013	20.36508266	
MI2	pc	new_gs	0.24678911	0.04358958	0.01875163	0.78609408	0.57033248	0.50586185	53.58357049	0.17311002	0.00280260	63.24723844	0.00832124	0.00035766	58.41540446	0.09071563	0.00158013	19.50256674	
MI2	pc	weak_gs	0.24678911	0.03644932	0.01875163	0.78609408	0.56509375	0.50586185	53.58357049	0.00307658	0.00280260	63.24723844	0.00067779	0.00035766	58.41540446	0.00187718	0.00158013	19.47295393	
MI3	raw	old_gs	0.20264896	0.06908652	0.01822298	0.77629531	0.57322330	0.50528130	19.69415209	6.51660164	0.00020425	51.45793123	0.02829791	0.00016721	35.57604166	3.27244977	0.00018573	12.94955905	
MI3	raw	new_gs	0.20264896	0.04484017	0.01822298	0.77629531	0.56756696	0.50528130	19.69415209	0.27058866	0.00020425	51.45793123	0.00220303	0.00016721	35.57604166	0.13639585	0.00018573	11.90420775	
MI3	raw	weak_gs	0.20264896	0.03657424	0.01822298	0.77629531	0.56167914	0.50528130	19.69415209	0.00338188	0.00020425	51.45793123	0.00024550	0.00016721	35.57604166	0.00181369	0.00018573	11.85934703	
MI3	idirect	old_gs	0.23095345	0.06558912	0.01830225	0.77659663	0.57321810	0.50528133	39.54078663	5.16383771	0.00027455	51.79937159	0.02818775	0.00016721	45.67007911	2.59601273	0.00022088	16.08877091	
MI3	idirect	new_gs	0.23095345	0.04404186	0.01830225	0.77659663	0.56756348	0.50528133	39.54078663	0.20534420	0.00027455	51.79937159	0.00220303	0.00016721	45.67007911	0.10377362	0.00022088	15.25802454	
MI3	idirect	weak_gs	0.23095345	0.03614650	0.01830225	0.77659663	0.56167702	0.50528133	39.54078663	0.00247333	0.00027455	51.79937159	0.00024550	0.00016721	45.67007911	0.00135941	0.00022088	15.22388647	
MI3	nd	old_gs	0.25010203	0.07735359	0.01914149	0.77698779	0.57344615	0.50563037	56.79422728	10.26067314	0.01838317	52.24507291	0.03081529	0.00026224	54.51965010	5.14574421	0.00932270	19.89157234	
